prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label
prov19,47.53333333,14.85,1100,5.058333333,10.9,114.7,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov20,49.83333333,19.16666667,450,7.208333333,8.1166667,116.6,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov21,49.46666667,22.33333333,540,7.208333333,6.108333,117.9,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov22,49.25,22.81666667,900,6.558333,6.491667,116.8,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov23,50.8,15.23333333,760,5.433333,8.991666667,117.7,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov24,50.56666667,13.25,800,6.8,4.975,114.5,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov25,48.85,14,990,6.05,7.416667,114.9,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov26,45.63333333,14.38333333,1000,5.391667,14.50833,119.6,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov27,45.73333333,14.35,1040,5.391667,14.50833,121.2,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov28,42.06666667,26.13333333,200,11.78333,5.408333333,120.1,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov29,47.03333333,7.25,530,8.058333,7.991666667,121.5,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov30,50,14,480,8.158333333,4.441667,125.2,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov31,54.33333333,18.16666667,250,5.925,5.35,127.3,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov32,49.15,17.31666667,410,8.591666667,4.683333333,119,N.A.,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov1,49.53333333,0.766666667,80,10.51666667,5.875,132.4,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov2,49.25,3.1,140,10.10833333,5.36667,132.8,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov3,44.15,2.583333333,850,10.16666667,7.491667,134.1,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov4,48.36666667,1.15,180,10.39166667,5.283333333,131.7,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov5,46.8,5.833333333,600,8.125,9.141666667,133.7,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov6,49.66666667,6.2,400,9.066666667,7.108333333,130.2,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov7,50.83333333,4.416666667,110,9.908333333,6.8,135.2,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov8,51.93333333,6.733333333,45,9.45,6.25,133.2,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov9,52.28333333,5.8,33,9.116666667,6.591666667,136.2,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov10,41.56666667,23.73333333,1450,9.933333333,5.308333333,131.5,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov11,51.71666667,-2,140,9.516666667,5.875,130.7,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov12,54.91666667,9.583333333,50,8.15,6.566666667,131,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov13,55.56666667,13.2,40,8.391666667,4.833333333,132.9,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov14,53.65,10.66666667,55,8.591666667,5.508333333,129,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov15,50.35,9.683333333,535,7.775,6.125,129.2,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov16,52.05,12.41666667,140,8.9,4.508333333,132.4,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov17,48.46666667,9.45,760,6.858333333,7.791666667,131.5,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov18,47.71666667,14.1,1250,4.783333333,12.46666667,129.3,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov19,47.53333333,14.85,1100,5.058333333,10.9,126.9,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov20,49.83333333,19.16666667,450,7.208333333,8.1166667,127.4,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov21,49.46666667,22.33333333,540,7.208333333,6.108333,128.3,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov22,49.25,22.81666667,900,6.558333,6.491667,127.5,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov23,50.8,15.23333333,760,5.433333,8.991666667,127.5,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov24,50.56666667,13.25,800,6.8,4.975,125.6,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov25,48.85,14,990,6.05,7.416667,127.2,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov26,45.63333333,14.38333333,1000,5.391667,14.50833,129.6,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov27,45.73333333,14.35,1040,5.391667,14.50833,129.7,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov28,42.06666667,26.13333333,200,11.78333,5.408333333,129.9,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov29,47.03333333,7.25,530,8.058333,7.991666667,129.7,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov30,50,14,480,8.158333333,4.441667,131.8,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov31,54.33333333,18.16666667,250,5.925,5.35,134.1,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov32,49.15,17.31666667,410,8.591666667,4.683333333,128.3,N.A.,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011
prov1,49.17,-124,840,6.6,2.08,127.4,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov2,49.75,-125,460,7.7,2.39,128.5,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov3,48.83,-124.25,200,9.6,3.66,125.8,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov4,50.5,-126.75,150,9.2,5.51,127.9,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov5,46.75,-122.75,590,8.4,2.29,122.9,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov6,47.25,-123.33,90,10.3,3.62,128,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov7,45.5,-123.5,580,9.4,4.63,127.7,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov8,44.83,-123.05,60,11.5,2.32,118.8,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov9,45.17,-122.1,550,9.9,3.15,122.3,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov10,45.17,-121.75,1070,5.8,2.38,124.6,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov11,44.5,-123.6,580,10.1,3.06,123,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov12,43.75,-122.17,580,12.4,3.37,120.4,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov13,43.75,-122.17,840,11.2,3.37,121,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov14,42.34,-123.25,910,10.2,0.93,124.8,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov15,49.17,-122.5,180,8.9,3.94,127,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov16,47.5,-121.33,1220,3.8,5.51,123,N.A.,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov1,49.17,-124,840,6.6,2.08,128.4,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov2,49.75,-125,460,7.7,2.39,129.8,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov3,48.83,-124.25,200,9.6,3.66,126.4,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov4,50.5,-126.75,150,9.2,5.51,131,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov5,46.75,-122.75,590,8.4,2.29,125.3,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov6,47.25,-123.33,90,10.3,3.62,129.9,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov7,45.5,-123.5,580,9.4,4.63,130.1,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov8,44.83,-123.05,60,11.5,2.32,119.1,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov9,45.17,-122.1,550,9.9,3.15,125.9,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov10,45.17,-121.75,1070,5.8,2.38,128.6,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov11,44.5,-123.6,580,10.1,3.06,123.8,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov12,43.75,-122.17,580,12.4,3.37,122.2,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov13,43.75,-122.17,840,11.2,3.37,124,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov14,42.34,-123.25,910,10.2,0.93,125.5,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov15,49.17,-122.5,180,8.9,3.94,133.6,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov16,47.5,-121.33,1220,3.8,5.51,128.4,N.A.,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov1,49.17,-124,840,6.6,2.08,120.9,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov2,49.75,-125,460,7.7,2.39,121.3,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov3,48.83,-124.25,200,9.6,3.66,121.7,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov4,50.5,-126.75,150,9.2,5.51,121.8,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov5,46.75,-122.75,590,8.4,2.29,121.6,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov6,47.25,-123.33,90,10.3,3.62,122.3,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov7,45.5,-123.5,580,9.4,4.63,119.4,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov8,44.83,-123.05,60,11.5,2.32,120.9,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov9,45.17,-122.1,550,9.9,3.15,124.5,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov10,45.17,-121.75,1070,5.8,2.38,119.2,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov11,44.5,-123.6,580,10.1,3.06,119.9,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov12,43.75,-122.17,580,12.4,3.37,119.2,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov13,43.75,-122.17,840,11.2,3.37,121.4,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov14,42.34,-123.25,910,10.2,0.93,121.4,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov15,49.17,-122.5,180,8.9,3.94,126.3,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov16,47.5,-121.33,1220,3.8,5.51,123.1,N.A.,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,149.209,N.A.,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,145.108,N.A.,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,147.744,N.A.,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,143.937,N.A.,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov5,53.78333333,-72.86666667,384,-3.975,6.175,141.447,N.A.,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,143.058,N.A.,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,141.886,N.A.,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,140.861,N.A.,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,139.983,N.A.,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov5,53.78333333,-72.86666667,384,-3.975,6.175,138.665,N.A.,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,138.518,N.A.,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,137.639,N.A.,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,136.761,N.A.,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,138.079,N.A.,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov5,53.78333333,-72.86666667,384,-3.975,6.175,136.907,N.A.,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,137.786,N.A.,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,136.029,N.A.,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,134.564,N.A.,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,133.978,N.A.,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov5,53.78333333,-72.86666667,384,-3.975,6.175,133.832,N.A.,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021
prov1,34.586,-112.057,1592,14.2,4.08,162.7,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov2,33.555,-109.193,1674,11.8,5.81,165.4,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov3,35.116,-105.217,1714,12.3,3.97,163.2,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov4,34.585,-112.559,1846,11,5.46,165.2,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov5,35.254,-111.415,1934,10.2,3.98,163.2,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov6,35.084,-113.875,1969,11.5,4.03,166.1,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov7,33.35,-105.583,1976,11.1,5.06,165.1,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov8,35.7,-105.25,2050,9.8,4.56,165.5,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov9,35.939,-112.084,2067,8.9,4.1,161.4,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov10,35.182,-111.655,2104,8.4,5.4,165.9,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov11,34.487,-111.343,2244,9.4,7.67,166.6,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov12,34.183,-107.525,2270,9.2,3.64,166.1,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov13,35.633,-105.461,2277,8.5,5.28,165.8,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov14,36.463,-106.859,2277,6.9,4.43,164.2,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov15,34.623,-106.4,2366,8.6,6.38,165,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov16,35.809,-106.589,2436,6.8,5.71,163.2,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov17,35.55,-105.533,2500,8.8,5.26,163.1,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
