prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label
prov76,38.63,-111.65,2804,3.6,2.45,102.2,216.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov77,38.43,-111.47,3109,2.9,2.06,102.7,215.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov78,38.48,-111.47,2850,3.9,2,102.9,216.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov79,38.47,-111.47,2972,3.3,2.04,104.3,217.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov80,38.43,-111.47,3002,3.5,2.06,102.8,219.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov81,39.65,-110.33,2926,5,2.25,103.5,216.2,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov82,39.25,-111.43,3139,1.5,2.23,102.6,213.8,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov83,39.17,-111.48,3261,1.2,2.41,103.1,215,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov84,38.48,-109.28,2957,4.4,2.58,103.3,217.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov85,38.47,-109.25,3063,4.8,3.09,102.2,218.3,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov86,38.03,-111.33,2941,4.7,1.62,103.5,216.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov87,38.03,-112.18,3048,2.5,2.62,103.4,216.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov88,38,-112.23,3109,2.4,2.71,103.5,216,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov89,38.02,-112.2,3231,1.6,2.61,103.1,214,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov90,37.95,-111.72,2850,5,1.96,103.2,217.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov91,37.97,-111.72,2987,4.1,1.98,103.7,215.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov92,37.92,-111.87,3170,2.1,2.3,102.6,215.8,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov93,37.77,-107.97,2865,2.8,3.15,104.3,222.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov94,37.75,-107.98,2957,2.7,3.18,102.2,216.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov95,37.78,-107.93,3078,0.8,2.97,103.5,217.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov96,37.8,-107.92,3139,0.6,2.96,102.8,215.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov97,37.83,-107.88,2911,1.8,3.17,103.6,219.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov98,39.13,-111.45,2926,3.8,2.53,102.4,214.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov99,40.65,-111.12,2858,3,2.44,103.1,214.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov100,39.53,-106.22,3246,0.5,2.7,103.2,213,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov101,39.55,-106.25,3444,-0.4,2.67,103.7,213.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov102,39.53,-106.15,2957,2.1,2.67,102.5,220.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov103,39.67,-105.88,3597,0.7,2.8,102.7,211.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994
prov1,39.249544,-123.768628,55,11.9,0.72,121.91,291.45,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov2,42.012381,-124.211969,50,12.1,2.34,127.61,281.43,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov3,47,-124,9,10.8,3.11,125.48,250.13,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov4,49.003886,-123.001833,0,9.7,2.21,118.13,248.99,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov5,49.502769,-124.850856,58,8.8,2.27,116.48,244.64,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov6,52.502933,-128.237544,44,8.1,10.29,119.86,232.43,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov7,53.000919,-131.947478,53,7.9,7.06,120.07,237.1,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov8,53.499556,-130,22,8,7.8,120.6,223.52,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov9,60.054233,-141.289728,57,3.3,11.41,121.78,178.65,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov10,61.138864,-146.349544,50,1.4,8,118.44,178.17,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov11,61,-147,6,3.6,13.02,121.7,178.54,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov12,59.205089,-151.241825,49,3.8,3.41,123.51,181.61,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov13,57.002,-153.307319,25,5.9,6.85,119.98,175.21,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov14,55.9688,-133.6282,10,7.2,7.86,119.09,210.74,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov15,55.9723,-131.965,10,6.9,8.27,118.47,205.44,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov16,57.5162,-134.8496,10,6.4,5.75,120.77,197.83,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov17,56.9455,-133.0122,10,6.3,7.96,121.81,190.44,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007
prov1,41.7983,-122.1575,2363,4,1.15,109.78,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov2,43.256,-122.682,2200,4.8,2.29,103.92,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov3,50.096,-122.901,1908,0.6,4.47,97.61,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov4,46.635,-114.859,2062,1.7,4.52,99.17,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov5,42.07,-120.24,2538,4.2,1.99,109.59,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov6,50.533,-122.58,1800,0.5,2.58,94.92,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov7,42.3,-120.15,2462,3.9,1.67,106.92,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov8,48.84,-116.512,1846,1.5,3.51,94.67,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov9,45.634,-115.947,2154,2.1,3.54,98.87,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov10,46.869,-112.474,2338,2.3,2.83,99.38,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov11,45.042,-109.451,2892,0.8,3.16,100.64,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov12,51.267,-121.867,1846,0.9,2.53,91.43,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov13,51.1,-121.667,1900,0.5,2.11,89.98,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov14,45.4,-111.279,2154,3.6,4.04,92.43,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov15,48.379,-116.187,1846,2.1,5.19,100.88,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov16,49.1,-120.671,2000,0.3,2.25,97.18,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov17,45.39,-121.656,1969,3.1,5.41,100.17,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov18,45.895,-113.45,2400,0.3,3.9,93.93,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov19,43.72,-121.23,2100,2.8,2.29,106.46,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov20,43.689,-121.254,2250,2.4,2.12,104.5,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov21,42.51,-122.15,2462,3.3,2.23,103.61,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov22,45.705,-112.925,2646,1.5,3.55,94.77,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov23,44.543,-111.409,2400,2.6,3.61,97.12,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov24,47.516,-112.797,2154,3.5,3.22,98.04,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov25,49.71,-120.917,1785,1.9,4.62,94.78,N.A.,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008
prov1,50.98,-126.12,0,8.9,8.4,69.1,237.08,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov2,52.42,-126.17,152,5.2,1.95,51.36,233.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov3,52.38,-126.6,135,6.3,3.56,51.26,227.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov4,54.55,-126.83,561,3.5,2.08,83.13,177.45,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov5,54.45,-126.8,579,3.6,1.95,79.6,165.77,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov6,45.75,-122.83,650,8.8,1.77,60.53,266.53,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov7,51.73,-127.32,67,7.8,6.82,78.03,224.15,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov8,51.77,-127.2,79,7.8,8.17,70.28,220.78,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov9,49.1,-121.52,480,7.1,3.87,63.25,258.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov10,49.08,-121.73,280,7,4.02,67.2,259.27,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov11,49.95,-125.25,76,9,2.73,65.03,243.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov12,49.67,-125.07,76,9.1,2.44,70.94,231.58,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov13,49.07,-123.87,20,9.7,1.92,67.7,254.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov14,52.77,-126.62,213,6.1,3.92,68.73,225.6,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov15,52.83,-126.7,152,5,3.24,69.08,225.68,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov16,52.83,-126.8,91,5.1,3.75,69.93,228.23,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov17,52.82,-126.95,27,6.7,4.06,75.45,226.43,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov18,50.25,-123.58,305,6.1,3.69,74.73,240.75,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov19,49.52,-124.85,46,9.2,2.3,71.1,225.26,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov20,50.1,-123,579,5.9,3.39,75.7,229.85,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov21,44.42,-123.33,300,10.6,1.54,40.77,278.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov22,50.03,-122.53,213,7.7,2.86,60.74,240.06,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov23,49.77,-122.22,64,8.4,3.85,62.98,246.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov24,55.22,-127.67,238,4.5,2.61,64.93,175.95,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov25,50.93,-124.85,46,8.6,3.06,59.6,239.9,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov26,50.95,-124.9,37,7.9,3.08,58.78,243.94,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov27,51.23,-124.95,88,8.1,2.57,55.66,234.12,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov28,51.28,-124.83,152,6.6,2.31,59.52,235.22,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov29,49.43,-121.43,61,8.9,3.76,59.18,256.52,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov30,49.4,-121.55,500,7.2,4.86,61.6,235.1,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov31,49.28,-121.95,40,9.3,4.18,59.4,263.93,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov32,49.23,-121.85,30,10,4.32,54.53,261.47,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov33,56.73,-129.73,579,2.3,3.6,64.98,160.45,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov34,56.7,-131.15,73,4.6,4.81,72.33,149.95,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov35,56.93,-130.33,317,3.1,2.68,75.65,151.98,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov36,44,-122.92,150,12,1.76,54.9,276.08,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov37,44.73,-123.08,100,11.4,1.78,55.15,267.73,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov38,52.93,-121.17,823,3.7,3.48,70.7,188.16,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov39,51.12,-125.58,30,8.9,3.79,72.17,232.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov40,51.57,-125.5,427,5,2.08,65.87,225.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov41,51.73,-125.57,427,4.9,1.97,69.34,229.24,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov42,51.3,-125.77,105,6.8,2.88,73.33,225.46,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov43,54.25,-128.52,122,6.2,3.73,91.87,185.23,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov44,54.05,-128.68,18,7,4.79,80.83,212.43,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov45,45.2,-123.08,100,11.3,1.47,66.83,270.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov46,50.62,-123.38,411,6,3.47,68.35,221.83,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov47,50.55,-123.2,274,5.9,3.13,55.44,232.02,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov48,50.5,-123,271,6.2,2.09,50.58,238.6,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov49,50.3,-122.75,222,7.3,2.82,53.7,241.93,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov50,49.23,-124.07,60,9.8,2.09,67.9,240.05,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov51,46.08,-123.92,100,10.3,3.1,50.35,268.3,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
prov52,51.32,-126.23,275,7.1,7.29,71.77,221.35,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013
