"prov_identifier","lat_prov","long_prov","elev_prov","MAT_prov","MSP100_prov","spring_event","fall_event","lat_garden","long_garden","elev_garden","year","MAT_garden","MSP100_garden","prov_continent","garden_continent","prov_garden_continent","species","species_type","garden_identifier","label","percentage","sd","distance_from_garden","earth_distance_from_garden","earth_distance_from_garden_min","spring_event_closest_prov","spring_event_difference","fall_event_closest_prov","fall_event_difference","MAT_diffo","species_garden","fitA_spring_lat_slope","fitA_spring_lat_intercept","Species","fitA_spring_lat_diffo_slope","fitA_spring_lat_diffo_intercept","fitA_fall_lat_diffo_slope","fitA_fall_lat_diffo_intercept","fitA_spring_mat_diffo_slope","fitA_spring_mat_diffo_intercept","fitA_fall_mat_diffo_slope","fitA_fall_mat_diffo_intercept","fitA_spring_mat_slope","fitA_spring_mat_intercept","fitC_spring_lat_slope","fitC_spring_lat_intercept","fitC_fall_lat_slope","fitC_fall_lat_intercept","doy","identifier","gdd_10yr_mean","fitD_spring_lat_slope","fitD_spring_lat_intercept","fitD_spring_mat_slope","fitD_spring_mat_intercept","fitA_spring_earth_distance_slope","fitA_spring_earth_distance_intercept","fitA_fall_earth_distance_slope","fitA_fall_earth_distance_intercept"
"prov38",52.35,-131.35,1,8.6,6.38,84.8,233.8,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",58.37815274,2.761534331,3.1314,680.252433,40118.07219,84.1,-0.7,241.9,8.1,1.5,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,85,"prov38",435.8145,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov39",52.37,-126.58,40,6.4,3.57,80.5,237.1,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",69.66396664,4.591097705,3.1514,429.6325708,40118.07219,84.1,3.6,241.9,4.8,3.7,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,80,"prov39",166.7875,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov40",52.37,-126.92,30,7.5,5.56,81.6,235.3,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",58.64293418,4.314844764,3.1514,443.9067249,40118.07219,84.1,2.5,241.9,6.6,2.6,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,82,"prov40",166.2125,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov41",52.43,-126.55,150,6.2,3.78,82.4,229.9,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",27.73399548,4.77572036,3.2114,433.8015086,40118.07219,84.1,1.7,241.9,12,3.9,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,82,"prov41",46.537,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov42",53.12,-131.67,10,7.9,3.42,80.8,232,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",56.80189062,2.727888512,3.9014,741.7977397,40118.07219,84.1,3.3,241.9,9.9,2.2,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,81,"prov42",397.3125,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov43",53.13,-132.25,20,7.9,7.86,81.4,234.6,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",34.32935631,2.509032125,3.9114,775.523397,40118.07219,84.1,2.7,241.9,7.3,2.2,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,81,"prov43",289.0965,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov44",53.37,-132.45,100,7.7,7.72,80.3,238,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",46.74975106,2.687857503,4.1514,800.7065516,40118.07219,84.1,3.8,241.9,3.9,2.4,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,80,"prov44",330.1105,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov45",53.85,-132.18,10,8,4.06,83.4,233.1,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",51.20640799,2.814810924,4.6314,815.2658096,40118.07219,84.1,0.7,241.9,8.8,2.1,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,83,"prov45",347.597,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov46",54.05,-132,10,7.3,4.23,81.7,235.5,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",NA,NA,4.8314,818.9796139,40118.07219,84.1,2.4,241.9,6.4,2.8,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,82,NA,NA,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov47",54.25,-128.5,60,6.1,3.67,81.9,228.8,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",51.30521246,4.752835347,5.0314,674.0124125,40118.07219,84.1,2.2,241.9,13.1,4,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,82,"prov47",113.3245,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov48",54.25,-129.55,10,6.6,8.92,80.8,231.1,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",27.12242535,4.910565189,5.0314,716.82429,40118.07219,84.1,3.3,241.9,10.8,3.5,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,81,"prov48",71.0645,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov49",54.25,-130.03,160,6.8,9.56,82.4,226.5,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",44.27306079,4.305806541,5.0314,737.9268722,40118.07219,84.1,1.7,241.9,15.4,3.3,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,82,"prov49",118.5995,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov50",54.27,-130.27,46,8.1,8.61,80.2,231.3,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",59.22777984,3.34511659,5.0514,750.3890539,40118.07219,84.1,3.9,241.9,10.6,2,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,80,"prov50",280.5665,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov51",54.32,-129.33,20,6.8,7.77,80.5,228.5,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",60.4886819,4.204433725,5.1014,713.4212931,40118.07219,84.1,3.6,241.9,13.4,3.3,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,80,"prov51",185.7185,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov52",54.33,-129.28,10,5.3,5.72,78.7,234.7,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",63.80260363,4.278683638,5.1114,712.1993514,40118.07219,84.1,5.4,241.9,7.2,4.8,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,79,"prov52",187.95,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov53",54.43,-128.92,100,5.5,3.66,81.4,227.8,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",47.3919985,4.492525898,5.2114,706.3943068,40118.07219,84.1,2.7,241.9,14.1,4.6,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,81,"prov53",115.2295,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov54",54.45,-128.48,100,5.6,3.61,81.7,230.4,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",58.92292244,4.93106193,5.2314,691.3880224,40118.07219,84.1,2.4,241.9,11.5,4.5,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,82,"prov54",125.634,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov55",54,-130,200,6.5,10.84,79,229.3,49.2186,-123.0548,93,"1996",10.1,2.8,"North America","North America","same","Alnus rubra","angiosperm","A","NA ALNURU Hamann et al. 1998",36.41442293,5.33804989,4.7814,716.6088514,40118.07219,84.1,5.1,241.9,12.6,3.6,"Alnus rubra A",-0.542058183,111.7417156,"Alnus rubra",-0.839368688,85.45424152,-2.592189039,243.2248304,-1.031578169,86.01354595,-3.217470807,245.3931267,0.621216808,78.99519696,-0.743864035,122.0170688,-2.299102248,351.8817003,79,"prov55",40.2735,-30.98912131,1869.566948,63.31666055,-207.7755003,-0.00562147362813655,85.779364249491,-0.0179351958245352,244.476015145374
"prov1",46.23,-113.77,2164,1.7,2.62,103.4,304.6,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",34.28694054,5.10443944,0.47,253.5236326,201649.1896,103.4,0,306.5,1.9,6.4,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov1",69.3565,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov2",44.88,-114.3,2134,3.1,1.88,103.1,304.8,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",40.14888031,5.042589337,1.82,291.5061666,201649.1896,103.4,0.3,306.5,1.7,5,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov2",77.1105,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov3",44.35,-115.22,2225,3.4,2.79,104.1,305.9,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",33.14910069,5.079624487,2.35,295.8760386,201649.1896,103.4,-0.7,306.5,0.6,4.7,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,104,"prov3",44.5145,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov4",44.52,-115.6,1859,3.5,2.46,103,305.8,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",30.74854661,5.075129311,2.18,265.7558242,201649.1896,103.4,0.4,306.5,0.7,4.6,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov4",40.8665,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov5",45.05,-115.92,2073,3,3.72,103.4,306.5,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",39.04224364,4.815158952,1.65,201.6491896,201649.1896,103.4,0,306.5,0,5.1,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov5",73.4535,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov6",44.63,-115.57,2195,2.3,2.59,103.2,305.7,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",31.33326545,5.110273797,2.07,255.626284,201649.1896,103.4,0.2,306.5,0.8,5.8,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov6",43.47,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov7",44.63,-115.6,1920,3.8,2.66,104,309,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",28.86477659,5.162398573,2.07,254.6162976,201649.1896,103.4,-0.6,306.5,-2.5,4.3,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,104,"prov7",38.2265,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov8",43.83,-114.62,2164,2.4,1.64,103.2,306.2,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",42.0064923,4.960362651,2.87,369.5878522,201649.1896,103.4,0.2,306.5,0.3,5.7,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov8",73.3525,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov9",44.5,-114.4,2134,3.4,2.53,103.6,307.2,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",41.61425501,5.011651921,2.2,317.6663597,201649.1896,103.4,-0.2,306.5,-0.7,4.7,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,104,"prov9",74.236,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov10",43.83,-114.25,2438,1.9,2.62,103.7,304.2,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",29.32852661,5.067704762,2.87,385.0644482,201649.1896,103.4,-0.3,306.5,2.3,6.2,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,104,"prov10",40.843,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov11",43.87,-114.72,2530,1.8,2.16,102,304.3,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",29.86679684,5.076492474,2.83,361.7879436,201649.1896,103.4,1.4,306.5,2.2,6.3,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,102,"prov11",41.9365,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov12",44.93,-109.52,2987,0.4,3.47,102.4,299.9,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",26.64138938,5.472099142,1.77,613.4458232,201649.1896,103.4,1,306.5,6.6,7.7,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,102,"prov12",33.96,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov13",39.53,-111.25,2606,3.3,1.98,103.5,307.1,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",41.74650784,4.68953747,7.17,923.2436724,201649.1896,103.4,-0.1,306.5,-0.6,4.8,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,104,"prov13",89.333,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
"prov14",39.57,-111.25,2667,3.3,2.01,102.6,306.2,46.7,-117,690,"N.A.",8.1,1.55,"North America","North America","same","Picea engelmannii","gymnosperm","B","NG PICEEN Rehfeldt 1994",38.65411652,4.709585306,7.13,919.3433101,201649.1896,103.4,0.8,306.5,0.3,4.8,"Picea engelmannii B",-0.050125466,105.068295,"Picea engelmannii",0.02130949,102.7094869,0.184464903,303.8587461,-0.0958852,103.3511769,-0.133373659,305.5804021,0.050735852,102.8389649,-0.037987693,104.5985735,-0.056919431,306.2000257,103,"prov14",77.326,-5.924993712,312.0778062,14.89612926,32.66406646,7.50167224410732e-05,102.998537156527,0.000462836667062518,304.653424992117
