prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,earth_distance_from_garden,earth_distance_from_garden_min,spring_event_closest_prov,spring_event_difference 
prov3,50.06666667,-117.3833333,915,5,NA,113.507,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,3.68333333,549851.5093,6630.316388,119.776,6.269
prov4,51.36666667,-118.3,990,3.5,NA,117.09,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,2.38333333,399942.9357,6630.316388,119.776,2.686
prov5,50.56666667,-118.8333333,850,5.1,NA,115,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,3.18333333,442681.1855,6630.316388,119.776,4.776
prov6,50.76666667,-119.5333333,600,5.8,NA,110.821,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,2.98333333,396704.1852,6630.316388,119.776,8.955
prov7,50.81666667,-119.75,1250,3.8,NA,112.612,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,2.93333333,384012.477,6630.316388,119.776,7.164
prov8,52.51666667,-122.4,760,4.7,NA,115.597,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.23333333,138882.4988,6630.316388,119.776,4.179
prov9,52.51666667,-121.5166667,830,3.8,NA,114.104,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.23333333,159022.7016,6630.316388,119.776,5.672
prov10,52.78333333,-122.2333333,760,4,NA,121.269,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.96666667,112310.5262,6630.316388,119.776,-1.493
prov11,53.78333333,-122.6333333,975,2.9,NA,119.776,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.03333333,6630.316388,6630.316388,119.776,0
prov12,53.91666667,-122.3666667,915,2.7,NA,117.985,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.16666667,29582.00746,6630.316388,119.776,1.791
prov13,54.1,-122.35,685,3.4,NA,119.179,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.35,45801.65867,6630.316388,119.776,0.597
prov14,54.13333333,-121.7833333,760,3.1,NA,120.075,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.38333333,74677.2847,6630.316388,119.776,-0.299
prov15,54.5,-128.5666667,70,6.5,NA,111.418,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.75,391348.0611,6630.316388,119.776,8.358
prov16,54.7,-128.2666667,270,5.9,NA,115.896,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.95,376992.755,6630.316388,119.776,3.88
prov17,55.13333333,-127.7166667,350,5.5,NA,118.881,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.38333333,358978.7917,6630.316388,119.776,0.895
prov18,55.18333333,-127.7833333,480,4.1,NA,123.955,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.43333333,365100.4771,6630.316388,119.776,-4.179
prov1,57.484,-3.17,102,6.383333333,8.3524,146.509,297.006,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,66.44241858,3.45272412,5.584,622915.9999,41483.74089,146.59,0.081
prov2,57.426,-5.591,78,7.533333333,26.235,151.846,298.034,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,73.28568522,3.330470792,5.526,625842.2514,41483.74089,146.59,-5.256
prov3,57.368,-4.345,56,5.016666667,8.5279,145.296,293.8,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,75.1705983,3.367336533,5.468,609689.8318,41483.74089,146.59,1.294
prov4,57.176,-5.751,18,7.866666667,20.414,147.965,293.982,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,NA,NA,5.276,600654.3058,41483.74089,146.59,-1.375
prov5,56.623,-3.258,152,7.85,7.8769,149.178,294.768,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,72.75731672,3.437058726,4.723,526896.0836,41483.74089,146.59,-2.588
prov6,56.602,-4.248,183,5.9166667,17.786,150.876,296.764,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,60.46739802,3.589143699,4.702,524188.0348,41483.74089,146.59,-4.286
prov7,56.579,-4.037,142,6.45833333,13.584,149.259,296.038,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,65.44568067,3.537335589,4.679,521044.3683,41483.74089,146.59,-2.669
prov8,56.574,-5.232,33,7.075,25.053,148.854,304.385,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,73.36919203,3.264862298,4.674,528540.0568,41483.74089,146.59,-2.264
prov9,56.56,-5.741,20,7.6,21.45,150.957,299.486,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,84.51471581,3.023678471,4.66,533864.7138,41483.74089,146.59,-4.367
prov10,56.53,-6.208,71,8.125,17.411,151.442,299.002,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,82.74845302,2.869607356,4.63,538683.5782,41483.74089,146.59,-4.852
prov11,56.3,-3.573,119,7.608333333,13.182,150.714,298.276,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,86.07657358,3.273009474,4.4,489973.809,41483.74089,146.59,-4.124
prov12,56.106,-5.42,30,8.158333333,17.711,146.348,292.409,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,87.11417531,3.109315207,4.206,480012.8171,41483.74089,146.59,0.242
prov13,55.911,-4.825,107,7.85,17.677,147.965,297.127,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,88.70954203,3.198704558,4.011,451477.2532,41483.74089,146.59,-1.375
prov14,55.68,-3.913,159,6.933333333,10.562,149.744,297.127,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,72.29862129,3.344039428,3.78,420783.4005,41483.74089,146.59,-3.154
prov15,55.588,-2.662,68,7.9,7.1221,148.693,298.155,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,83.39532019,3.352686375,3.688,417269.6767,41483.74089,146.59,-2.103
prov16,55.381,-3.929,162,7.158333333,12.709,149.663,296.28,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,67.08439293,3.448765165,3.481,387522.7485,41483.74089,146.59,-3.073
prov17,55.32,-3.829,141,7.441666667,14.551,151.442,291.018,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,66.17380999,3.460839031,3.42,380642.7048,41483.74089,146.59,-4.852
prov18,55.235,-3.853,90,8.03333,12.943,149.016,295.252,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,75.12573671,3.408488249,3.335,371191.5198,41483.74089,146.59,-2.426
prov19,55.088,-2.222,90,7.866666667,8.2579,155,297.308,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,81.268885,3.342846986,3.188,369918.2741,41483.74089,146.59,-8.41
prov20,54.743,-1.352,102,8.891666667,7.0849,149.744,298.337,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,89.52206502,3.281208665,2.843,355927.8758,41483.74089,146.59,-3.154
prov21,54.274,-0.49,52,8.825,7.7292,146.105,298.639,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,89.30507444,3.250349257,2.374,344865.4023,41483.74089,146.59,0.485
prov22,54.264,-2.87,79,8.716666667,14.735,148.288,300.091,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,91.74323685,3.340852359,2.364,270358.0836,41483.74089,146.59,-1.698
prov23,54.262,-1.133,142,8.175,8.6285,149.34,300.696,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,89.22339849,3.399874029,2.362,317812.3505,41483.74089,146.59,-2.75
prov24,54.203,-2.104,202,7.25,16.194,145.943,298.942,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,67.66857962,3.599737365,2.303,280373.9674,41483.74089,146.59,0.647
prov25,54.182,-2.689,170,7.933333333,12.08,149.097,299.486,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,92.48437944,3.38864264,2.282,264655.3076,41483.74089,146.59,-2.507
prov26,53.308,-0.861,54,9.266666667,6.1642,146.348,298.579,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,80.22790504,3.606690798,1.408,253334.9118,41483.74089,146.59,0.242
prov27,53.104,-1.619,239,8.616666667,9.8075,148.127,304.99,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,89.17162413,3.6890115,1.204,199696.195,41483.74089,146.59,-1.537
prov28,53.079,-3.799,57,7.091666667,18.995,144.569,302.329,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,84.81896631,3.494268571,1.179,131195.1577,41483.74089,146.59,2.021
prov29,52.852,-1.82,142,9.35,7.2146,145.054,301.603,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,85.45823295,3.593183592,0.952,171464.5336,41483.74089,146.59,1.536
prov30,52.621,-2.523,99,9.116666667,7.1433,145.216,302.933,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,89.10723933,3.627032231,0.721,118482.238,41483.74089,146.59,1.374
prov31,52.43,-4.059,90,8.4,10.512,145.782,303.054,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,84.21352906,3.362671259,0.53,61578.54418,41483.74089,146.59,0.808
prov32,52.166,0.415,96,9.45,6.2385,146.995,301.3,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,77.94330353,3.730621442,0.266,290733.3001,41483.74089,146.59,-0.405
prov33,52.158,-0.11,79,9.533333333,5.6216,145.539,307.046,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,76.68777652,3.724074778,0.258,254851.5979,41483.74089,146.59,1.051
prov34,52.05,0.883,66,9.791666667,5.6555,139.636,305.655,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,77.74861653,3.797586905,0.15,322174.7384,41483.74089,146.59,6.954
prov35,51.986,-3.213,198,7.941666667,9.4339,146.59,303.296,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,95.40740308,3.460114845,0.086,41483.74089,41483.74089,146.59,0
prov36,51.678,-2.679,208,9.966666667,10.524,141.577,301.3,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,78.46365603,3.496576019,0.222,81196.64453,41483.74089,146.59,5.013
prov37,51.606,-2.285,160,9.475,8.615,144.973,303.901,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,83.3113026,3.642076937,0.294,109611.1168,41483.74089,146.59,1.617
prov38,51.546,-3.234,158,9.216666667,13.293,144.407,304.264,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,81.66341525,3.360232766,0.354,55506.48473,41483.74089,146.59,2.183
prov39,51.189,-3.583,102,8.958333333,15.412,145.135,299.909,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,89.04669468,3.312264668,0.711,80524.47998,41483.74089,146.59,1.455
prov40,51.011,-0.628,60,10.79,8.5963,141.739,300.696,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,71.26474085,3.596503434,0.889,241621.2332,41483.74089,146.59,4.851
prov41,50.908,-0.616,194,10.449165,9.3624,142.466,302.994,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,70.0759778,3.514495249,0.992,247499.4717,41483.74089,146.59,4.124
prov42,50.637,-2.136,126,10.10833,8.6759,141.725,303.659,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,Q*,EA FRAXEX Rosique-Esplugas 2021,71.80103456,3.216097278,1.263,182283.3642,41483.74089,146.59,4.865
prov1,48.45583333,10.06333333,560,8.1,7.05,116.96,302.94,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,78.70706072,5.035286629,5.49833333,1423429.673,214981.0891,115.62,-1.34
prov2,50.13333333,12.18333333,611,6,7,115.01,302.644,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,67.74911813,5.344873385,7.17583333,1361377.189,214981.0891,115.62,0.61
prov3,50.50416667,11.32805556,650,6.5,9,115.62,303.088,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,71.65867912,5.364054797,7.54666667,1434763.086,214981.0891,115.62,0
prov4,48.21833333,10.42305556,565,7,8,116.96,303.729,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,79.7716222,4.945286842,5.26083333,1389603.912,214981.0891,115.62,-1.34
prov5,49.95166667,10.48833333,344,8,8,117.36,305.307,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,83.95299192,5.027079837,6.99416667,1458901.399,214981.0891,115.62,-1.74
prov6,41.97361111,24.37722222,1300,7,9.6,115.62,296.727,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,65.9629505,5.037252544,0.98388889,214981.0891,214981.0891,115.62,0
prov7,43.35583333,23.17416667,850,10.4,8.25,113.63,298.699,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,75.5032705,5.329254003,0.39833333,284381.4613,214981.0891,115.62,1.99
prov8,43.255,23.23888889,800,10.4,10.04,114.35,306.688,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,83.62638091,5.285111796,0.2975,277854.3883,214981.0891,115.62,1.27
prov1,48.45583333,10.06333333,560,8.1,7.05,107.93,307.415,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,78.70706072,5.035286629,5.49833333,1423429.673,214981.0891,105.75,-2.18
prov2,50.13333333,12.18333333,611,6,7,105.11,309.974,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,67.74911813,5.344873385,7.17583333,1361377.189,214981.0891,105.75,0.64
prov3,50.50416667,11.32805556,650,6.5,9,105.88,311.971,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,71.65867912,5.364054797,7.54666667,1434763.086,214981.0891,105.75,-0.13
prov4,48.21833333,10.42305556,565,7,8,108.18,310.384,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,79.7716222,4.945286842,5.26083333,1389603.912,214981.0891,105.75,-2.43
prov5,49.95166667,10.48833333,344,8,8,107.16,310.742,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,83.95299192,5.027079837,6.99416667,1458901.399,214981.0891,105.75,-1.41
prov6,41.97361111,24.37722222,1300,7,9.6,105.75,309.718,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,65.9629505,5.037252544,0.98388889,214981.0891,214981.0891,105.75,0
prov7,43.35583333,23.17416667,850,10.4,8.25,101.15,307.978,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,75.5032705,5.329254003,0.39833333,284381.4613,214981.0891,105.75,4.6
prov8,43.255,23.23888889,800,10.4,10.04,103.83,309.411,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,R*,EA FAGUSY Petkova et al 2017,83.62638091,5.285111796,0.2975,277854.3883,214981.0891,105.75,1.92
prov1,66.41666667,14.5,118,-0.141666667,11.11666667,117.722,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,62.12326357,5.521446913,3.23333333,404828.7318,404828.7318,117.722,0
prov2,64.83333333,13,180,1.325,10.00833333,118.611,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,85.90520211,5.608202289,4.81666667,594227.5906,404828.7318,117.722,-0.889
prov3,64.66666667,11.66666667,66,3.608333,12.925,118.611,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,64.36169443,5.052823323,4.98333333,637459.1779,404828.7318,117.722,-0.889
prov4,60.58333333,11,656,2.866666667,5.791667,121.722,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,73.94414161,5.802773187,9.06666667,1074998.399,404828.7318,117.722,-4
prov5,60.75,9,772,0.158333333,5.658333,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,82.48633898,5.956963771,8.9,1092371.361,404828.7318,117.722,#VALUE!
prov6,60.93333333,9.633333333,413,0.8,6.391666667,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,78.87045487,5.797276907,8.71666667,1061285.544,404828.7318,117.722,#VALUE!
prov7,58.58333333,8.833333333,74,6.416666667,8.708333333,127.722,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,37.77371676,4.737160681,11.06666667,1323832.692,404828.7318,117.722,-10
prov8,51.66666667,10.5,468,7.675,6.766666667,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,36.46167707,5.35684504,17.98333333,2051319.321,404828.7318,117.722,#VALUE!
prov9,54.08333333,26.51666667,181,6.141666667,5.391667,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,S*,EG PICEAB Sogaard et al. 2008,38.36425494,6.577522488,15.56666667,1777004.942,404828.7318,117.722,#VALUE!
prov1,49.53333333,0.766666667,80,10.51666667,5.875,125.6,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,66.60102777,3.806867906,0.9,1334823.914,133809.8493,116.6,-9
prov2,49.25,3.1,140,10.10833333,5.36667,127.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.39565681,4.197103279,0.61666667,1167075.674,133809.8493,116.6,-10.6
prov3,44.15,2.583333333,850,10.16666667,7.491667,128.1,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.65427068,4.078381323,4.48333333,1356437.462,133809.8493,116.6,-11.5
prov4,48.36666667,1.15,180,10.39166667,5.283333333,124.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,69.61987566,3.983047086,0.26666666,1318911.094,133809.8493,116.6,-7.7
prov5,46.8,5.833333333,600,8.125,9.141666667,128.7,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,78.36964997,4.2676936,1.83333333,1009825.841,133809.8493,116.6,-12.1
prov6,49.66666667,6.2,400,9.066666667,7.108333333,120.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,82.10995386,4.892060587,1.03333334,942065.0133,133809.8493,116.6,-4.2
prov7,50.83333333,4.416666667,110,9.908333333,6.8,130.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,74.60099762,4.474286876,2.2,1079823.896,133809.8493,116.6,-13.9
prov8,51.93333333,6.733333333,45,9.45,6.25,126.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,78.00655568,4.876543217,3.3,948893.0569,133809.8493,116.6,-10.3
prov9,52.28333333,5.8,33,9.116666667,6.591666667,130.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,76.23376397,4.737223293,3.65,1021752.88,133809.8493,116.6,-14.2
prov10,41.56666667,23.73333333,1450,9.933333333,5.308333333,125.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,74.29706993,4.924997067,7.06666666,867687.0725,133809.8493,116.6,-8.7
prov11,51.71666667,-2,140,9.516666667,5.875,123.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,63.47072777,3.69622524,3.08333334,1535350.681,133809.8493,116.6,-6.6
prov12,54.91666667,9.583333333,50,8.15,6.566666667,121.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,75.01851343,4.378702717,6.28333334,954511.4932,133809.8493,116.6,-5.3
prov13,55.56666667,13.2,40,8.391666667,4.833333333,127.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,82.24131823,4.95339652,6.93333334,868154.042,133809.8493,116.6,-11.2
