prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,distance_from_garden_min,spring_event_closest_prov,spring_event_difference
prov9,52.28333333,5.8,33,9.116666667,6.591666667,136.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,76.23376397,4.737223293,3.65,0.16666666,131.5,-4.7
prov10,41.56666667,23.73333333,1450,9.933333333,5.308333333,131.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,74.29706993,4.924997067,7.06666666,0.16666666,131.5,0
prov11,51.71666667,-2,140,9.516666667,5.875,130.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,63.47072777,3.69622524,3.08333334,0.16666666,131.5,0.8
prov12,54.91666667,9.583333333,50,8.15,6.566666667,131,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,75.01851343,4.378702717,6.28333334,0.16666666,131.5,0.5
prov13,55.56666667,13.2,40,8.391666667,4.833333333,132.9,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,82.24131823,4.95339652,6.93333334,0.16666666,131.5,-1.4
prov14,53.65,10.66666667,55,8.591666667,5.508333333,129,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,84.60043625,5.045581353,5.01666667,0.16666666,131.5,2.5
prov15,50.35,9.683333333,535,7.775,6.125,129.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,89.21810653,5.053726068,1.71666667,0.16666666,131.5,2.3
prov16,52.05,12.41666667,140,8.9,4.508333333,132.4,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,85.44159249,5.661431031,3.41666667,0.16666666,131.5,-0.9
prov17,48.46666667,9.45,760,6.858333333,7.791666667,131.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,86.40247974,4.998021007,0.16666666,0.16666666,131.5,0
prov18,47.71666667,14.1,1250,4.783333333,12.46666667,129.3,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.44790514,5.017037835,0.91666666,0.16666666,131.5,2.2
prov19,47.53333333,14.85,1100,5.058333333,10.9,126.9,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,61.24413165,5.053419063,1.1,0.16666666,131.5,4.6
prov20,49.83333333,19.16666667,450,7.208333333,8.1166667,127.4,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,92.82339947,5.778194125,1.2,0.16666666,131.5,4.1
prov21,49.46666667,22.33333333,540,7.208333333,6.108333,128.3,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,92.22493153,5.816890165,0.83333334,0.16666666,131.5,3.2
prov22,49.25,22.81666667,900,6.558333,6.491667,127.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,90.96545995,5.723446709,0.61666667,0.16666666,131.5,4
prov23,50.8,15.23333333,760,5.433333,8.991666667,127.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,57.4253314,5.695969318,2.16666667,0.16666666,131.5,4
prov24,50.56666667,13.25,800,6.8,4.975,125.6,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.08482027,5.580729913,1.93333334,0.16666666,131.5,5.9
prov25,48.85,14,990,6.05,7.416667,127.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,62.6847795,5.221232196,0.21666667,0.16666666,131.5,4.3
prov26,45.63333333,14.38333333,1000,5.391667,14.50833,129.6,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,69.06007584,4.591622016,3,0.16666666,131.5,1.9
prov27,45.73333333,14.35,1040,5.391667,14.50833,129.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,83.63072574,4.667408608,2.9,0.16666666,131.5,1.8
prov28,42.06666667,26.13333333,200,11.78333,5.408333333,129.9,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,68.71324629,5.092047805,6.56666666,0.16666666,131.5,1.6
prov29,47.03333333,7.25,530,8.058333,7.991666667,129.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,81.14636717,4.734643594,1.6,0.16666666,131.5,1.8
prov30,50,14,480,8.158333333,4.441667,131.8,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,91.92605186,5.501153663,1.36666667,0.16666666,131.5,-0.3
prov31,54.33333333,18.16666667,250,5.925,5.35,134.1,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,75.01899745,5.207113885,5.7,0.16666666,131.5,-2.6
prov32,49.15,17.31666667,410,8.591666667,4.683333333,128.3,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,90.26832606,5.619363385,0.51666667,0.16666666,131.5,3.2
prov1,49.17,-124,840,6.6,2.08,127.4,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,84.34048368,3.645642729,4.34,0,118.8,-8.6
prov2,49.75,-125,460,7.7,2.39,128.5,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,80.44256751,3.915221976,4.92,0,118.8,-9.7
prov3,48.83,-124.25,200,9.6,3.66,125.8,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,50.48734527,4.693377679,4,0,118.8,-7
prov4,50.5,-126.75,150,9.2,5.51,127.9,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.63755157,5.045138202,5.67,0,118.8,-9.1
prov5,46.75,-122.75,590,8.4,2.29,122.9,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,89.26277012,3.81118977,1.92,0,118.8,-4.1
prov6,47.25,-123.33,90,10.3,3.62,128,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,83.77427651,3.542645788,2.42,0,118.8,-9.2
prov7,45.5,-123.5,580,9.4,4.63,127.7,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,56.35249433,3.986861104,0.67,0,118.8,-8.9
prov8,44.83,-123.05,60,11.5,2.32,118.8,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,99.99998202,3.78080361,0,0,118.8,0
prov9,45.17,-122.1,550,9.9,3.15,122.3,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,61.7104894,4.190648249,0.34,0,118.8,-3.5
prov10,45.17,-121.75,1070,5.8,2.38,124.6,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,41.02730871,4.460407577,0.34,0,118.8,-5.8
prov11,44.5,-123.6,580,10.1,3.06,123,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,76.07809648,3.905249162,0.33,0,118.8,-4.2
prov12,43.75,-122.17,580,12.4,3.37,120.4,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,0,118.8,-1.6
prov13,43.75,-122.17,840,11.2,3.37,121,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,0,118.8,-2.2
prov14,42.34,-123.25,910,10.2,0.93,124.8,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,84.33648228,4.419448686,2.49,0,118.8,-6
prov15,49.17,-122.5,180,8.9,3.94,127,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,91.84583777,4.032759732,4.34,0,118.8,-8.2
prov16,47.5,-121.33,1220,3.8,5.51,123,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,21.49409143,4.224282744,2.67,0,118.8,-4.2
prov1,49.17,-124,840,6.6,2.08,128.4,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,84.34048368,3.645642729,4.34,0,119.1,-9.3
prov2,49.75,-125,460,7.7,2.39,129.8,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,80.44256751,3.915221976,4.92,0,119.1,-10.7
prov3,48.83,-124.25,200,9.6,3.66,126.4,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,50.48734527,4.693377679,4,0,119.1,-7.3
prov4,50.5,-126.75,150,9.2,5.51,131,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.63755157,5.045138202,5.67,0,119.1,-11.9
prov5,46.75,-122.75,590,8.4,2.29,125.3,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,89.26277012,3.81118977,1.92,0,119.1,-6.2
prov6,47.25,-123.33,90,10.3,3.62,129.9,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,83.77427651,3.542645788,2.42,0,119.1,-10.8
prov7,45.5,-123.5,580,9.4,4.63,130.1,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,56.35249433,3.986861104,0.67,0,119.1,-11
prov8,44.83,-123.05,60,11.5,2.32,119.1,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,99.99998202,3.78080361,0,0,119.1,0
prov9,45.17,-122.1,550,9.9,3.15,125.9,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,61.7104894,4.190648249,0.34,0,119.1,-6.8
prov10,45.17,-121.75,1070,5.8,2.38,128.6,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,41.02730871,4.460407577,0.34,0,119.1,-9.5
prov11,44.5,-123.6,580,10.1,3.06,123.8,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,76.07809648,3.905249162,0.33,0,119.1,-4.7
prov12,43.75,-122.17,580,12.4,3.37,122.2,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,0,119.1,-3.1
prov13,43.75,-122.17,840,11.2,3.37,124,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,0,119.1,-4.9
prov14,42.34,-123.25,910,10.2,0.93,125.5,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,84.33648228,4.419448686,2.49,0,119.1,-6.4
prov15,49.17,-122.5,180,8.9,3.94,133.6,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,91.84583777,4.032759732,4.34,0,119.1,-14.5
prov16,47.5,-121.33,1220,3.8,5.51,128.4,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,21.49409143,4.224282744,2.67,0,119.1,-9.3
prov1,49.17,-124,840,6.6,2.08,120.9,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,84.34048368,3.645642729,4.34,0,120.9,0
prov2,49.75,-125,460,7.7,2.39,121.3,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,80.44256751,3.915221976,4.92,0,120.9,-0.4
prov3,48.83,-124.25,200,9.6,3.66,121.7,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,50.48734527,4.693377679,4,0,120.9,-0.8
prov4,50.5,-126.75,150,9.2,5.51,121.8,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.63755157,5.045138202,5.67,0,120.9,-0.9
prov5,46.75,-122.75,590,8.4,2.29,121.6,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,89.26277012,3.81118977,1.92,0,120.9,-0.7
prov6,47.25,-123.33,90,10.3,3.62,122.3,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,83.77427651,3.542645788,2.42,0,120.9,-1.4
prov7,45.5,-123.5,580,9.4,4.63,119.4,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,56.35249433,3.986861104,0.67,0,120.9,1.5
prov8,44.83,-123.05,60,11.5,2.32,120.9,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,99.99998202,3.78080361,0,0,120.9,0
prov9,45.17,-122.1,550,9.9,3.15,124.5,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,61.7104894,4.190648249,0.34,0,120.9,-3.6
prov10,45.17,-121.75,1070,5.8,2.38,119.2,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,41.02730871,4.460407577,0.34,0,120.9,1.7
prov11,44.5,-123.6,580,10.1,3.06,119.9,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,76.07809648,3.905249162,0.33,0,120.9,1
prov12,43.75,-122.17,580,12.4,3.37,119.2,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,0,120.9,1.7
prov13,43.75,-122.17,840,11.2,3.37,121.4,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,0,120.9,-0.5
prov14,42.34,-123.25,910,10.2,0.93,121.4,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,84.33648228,4.419448686,2.49,0,120.9,-0.5
prov15,49.17,-122.5,180,8.9,3.94,126.3,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,91.84583777,4.032759732,4.34,0,120.9,-5.4
prov16,47.5,-121.33,1220,3.8,5.51,123.1,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,O,NG PSEUME White et al. 1979,21.49409143,4.224282744,2.67,0,120.9,-2.2
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,149.209,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,100,9.177219227,0,0,149.209,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,145.108,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,0,149.209,4.101
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,147.744,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,0,149.209,1.465
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,143.937,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,0,149.209,5.272
prov5,53.78333333,-72.86666667,384,-3.975,6.175,141.447,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,0,149.209,7.762
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,143.058,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,100,9.177219227,0,0,143.058,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,141.886,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,0,143.058,1.172
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,140.861,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,0,143.058,2.197
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,139.983,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,0,143.058,3.075
prov5,53.78333333,-72.86666667,384,-3.975,6.175,138.665,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,0,143.058,4.393
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,138.518,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,100,9.177219227,0,0,138.518,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,137.639,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,0,138.518,0.879
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,136.761,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,0,138.518,1.757
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,138.079,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,0,138.518,0.439
prov5,53.78333333,-72.86666667,384,-3.975,6.175,136.907,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,0,138.518,1.611
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,137.786,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,100,9.177219227,0,0,137.786,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,136.029,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,0,137.786,1.757
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,134.564,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,0,137.786,3.222
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,133.978,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,0,137.786,3.808
prov5,53.78333333,-72.86666667,384,-3.975,6.175,133.832,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,P,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,0,137.786,3.954
prov1,34.586,-112.057,1592,14.2,4.08,162.7,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,40.27236528,4.378602134,0.574,0.022,165.9,3.2
prov2,33.555,-109.193,1674,11.8,5.81,165.4,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,43.0033919,4.090728272,1.605,0.022,165.9,0.5
prov3,35.116,-105.217,1714,12.3,3.97,163.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,43.70990406,4.644837744,0.044,0.022,165.9,2.7
prov4,34.585,-112.559,1846,11,5.46,165.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,53.54902651,4.441943434,0.575,0.022,165.9,0.7
prov5,35.254,-111.415,1934,10.2,3.98,163.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,62.04402811,4.304587174,0.094,0.022,165.9,2.7
prov6,35.084,-113.875,1969,11.5,4.03,166.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,58.51441578,5.091243857,0.076,0.022,165.9,-0.2
prov7,33.35,-105.583,1976,11.1,5.06,165.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,42.19483429,4.288179016,1.81,0.022,165.9,0.8
prov8,35.7,-105.25,2050,9.8,4.56,165.5,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,64.21987648,4.490775047,0.54,0.022,165.9,0.4
prov9,35.939,-112.084,2067,8.9,4.1,161.4,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,80.30592027,4.493732183,0.779,0.022,165.9,4.5
prov10,35.182,-111.655,2104,8.4,5.4,165.9,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,91.419122,3.97160584,0.022,0.022,165.9,0
prov11,34.487,-111.343,2244,9.4,7.67,166.6,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,71.95985849,4.27785376,0.673,0.022,165.9,-0.7
prov12,34.183,-107.525,2270,9.2,3.64,166.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,69.88848674,4.47251375,0.977,0.022,165.9,-0.2
prov13,35.633,-105.461,2277,8.5,5.28,165.8,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,78.37817596,4.395906232,0.473,0.022,165.9,0.1
prov14,36.463,-106.859,2277,6.9,4.43,164.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020,82.08740478,4.272699726,1.303,0.022,165.9,1.7
